ID_Matriz;Area;Curso;Modalidade;ID_Disciplina;Nome_Disciplina;Sinergia;Carga_Horaria;CH_Teorica;CH_Pratica_Sala;CH_Pratica_Lab;CH_EAD;CH_ASM;CH_Estagio;CH_Extensao;Eh_EAD
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D026;Disciplina 26 - Enfermagem;Sim;40;10;20;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D027;Disciplina 27 - Enfermagem;Sim;80;20;30;30;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D028;Disciplina 28 - Enfermagem;Sim;80;20;30;30;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D029;Disciplina 29 - Enfermagem;Sim;80;10;40;30;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D030;Disciplina 30 - Enfermagem;Sim;40;0;30;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D031;Disciplina 31 - Enfermagem;Sim;120;30;30;60;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D032;Disciplina 32 - Enfermagem;Sim;40;10;20;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D033;Disciplina 33 - Enfermagem;Sim;120;30;40;50;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D034;Disciplina 34 - Enfermagem;Não;40;0;30;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D035;Disciplina 35 - Enfermagem [PROJETO DE EXTENSÃO];Sim;80;0;20;0;0;0;0;60;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D036;Disciplina 36 - Enfermagem;Não;80;10;30;40;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D037;Disciplina 37 - Enfermagem;Sim;60;10;30;20;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D038;Disciplina 38 - Enfermagem;Não;40;10;20;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D039;Disciplina 39 - Enfermagem;Não;40;0;30;10;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D040;Disciplina 40 - Enfermagem;Sim;60;10;30;20;0;0;0;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D041;Estágio Supervisionado - Enfermagem;Não;80;0;0;0;0;0;80;0;0
MAT001;Saúde;Enfermagem;Semipresencial;MAT001_D042;Estágio Supervisionado - Enfermagem;Não;20;0;0;0;0;0;20;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D001;Disciplina 1 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D002;Disciplina 2 - Engenharia Civil;Não;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D003;Disciplina 3 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D004;Disciplina 4 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D005;Disciplina 5 - Engenharia Civil;Sim;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D006;Disciplina 6 - Engenharia Civil;Sim;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D007;Disciplina 7 - Engenharia Civil;Sim;40;0;0;0;40;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D008;Disciplina 8 - Engenharia Civil;Não;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D009;Disciplina 9 - Engenharia Civil;Sim;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D010;Disciplina 10 - Engenharia Civil [PROJETO DE EXTENSÃO];Sim;60;0;0;0;20;0;0;40;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D011;Disciplina 11 - Engenharia Civil [PROJETO DE EXTENSÃO];Sim;120;0;0;0;60;0;0;60;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D012;Disciplina 12 - Engenharia Civil;Não;120;0;0;0;120;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D013;Disciplina 13 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D014;Disciplina 14 - Engenharia Civil;Não;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D015;Disciplina 15 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D016;Disciplina 16 - Engenharia Civil;Não;40;0;0;0;40;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D017;Disciplina 17 - Engenharia Civil;Sim;60;0;0;0;60;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D018;Disciplina 18 - Engenharia Civil;Não;40;0;0;0;40;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D019;Disciplina 19 - Engenharia Civil;Não;80;0;0;0;80;0;0;0;1
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D020;Disciplina 20 - Engenharia Civil;Não;120;40;40;40;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D021;Disciplina 21 - Engenharia Civil;Sim;80;20;40;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D022;Disciplina 22 - Engenharia Civil;Sim;40;10;20;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D023;Disciplina 23 - Engenharia Civil;Não;60;10;30;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D024;Disciplina 24 - Engenharia Civil [PROJETO DE EXTENSÃO];Não;80;0;20;0;0;0;0;60;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D025;Disciplina 25 - Engenharia Civil;Sim;60;20;30;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D026;Disciplina 26 - Engenharia Civil [PROJETO DE EXTENSÃO];Não;120;10;30;20;0;0;0;60;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D027;Disciplina 27 - Engenharia Civil;Não;120;50;50;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D028;Disciplina 28 - Engenharia Civil;Não;120;50;30;40;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D029;Disciplina 29 - Engenharia Civil;Sim;60;20;30;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D030;Disciplina 30 - Engenharia Civil;Não;80;30;40;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D031;Disciplina 31 - Engenharia Civil [PROJETO DE EXTENSÃO];Não;60;0;20;0;0;0;0;40;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D032;Disciplina 32 - Engenharia Civil;Sim;60;20;30;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D033;Disciplina 33 - Engenharia Civil;Sim;80;20;40;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D034;Disciplina 34 - Engenharia Civil;Sim;120;40;60;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D035;Disciplina 35 - Engenharia Civil;Sim;120;30;50;40;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D036;Disciplina 36 - Engenharia Civil;Não;80;20;30;30;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D037;Disciplina 37 - Engenharia Civil [PROJETO DE EXTENSÃO];Não;60;0;20;0;0;0;0;40;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D038;Disciplina 38 - Engenharia Civil;Não;60;20;20;20;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D039;Disciplina 39 - Engenharia Civil;Não;120;30;60;30;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D040;Disciplina 40 - Engenharia Civil;Não;40;10;20;10;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D041;Disciplina 41 - Engenharia Civil;Não;40;10;30;0;0;0;0;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D042;Estágio Supervisionado - Engenharia Civil;Não;40;0;0;0;0;0;40;0;0
MAT002;Engenharias;Engenharia Civil;Presencial;MAT002_D043;Estágio Supervisionado - Engenharia Civil;Não;40;0;0;0;0;0;40;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D001;Disciplina 1 - Engenharia Mecânica;Não;120;0;0;0;110;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D002;Disciplina 2 - Engenharia Mecânica;Sim;80;0;0;0;70;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D003;Disciplina 3 - Engenharia Mecânica;Não;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D004;Disciplina 4 - Engenharia Mecânica;Não;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D005;Disciplina 5 - Engenharia Mecânica;Sim;80;0;0;0;60;20;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D006;Disciplina 6 - Engenharia Mecânica;Não;80;0;0;0;70;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D007;Disciplina 7 - Engenharia Mecânica;Sim;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D008;Disciplina 8 - Engenharia Mecânica;Não;80;0;0;0;60;20;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D009;Disciplina 9 - Engenharia Mecânica;Sim;120;0;0;0;90;30;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D010;Disciplina 10 - Engenharia Mecânica;Não;60;0;0;0;50;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D011;Disciplina 11 - Engenharia Mecânica;Não;120;0;0;0;110;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D012;Disciplina 12 - Engenharia Mecânica;Não;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D013;Disciplina 13 - Engenharia Mecânica;Sim;80;0;0;0;70;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D014;Disciplina 14 - Engenharia Mecânica;Não;60;0;0;0;50;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D015;Disciplina 15 - Engenharia Mecânica;Não;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D016;Disciplina 16 - Engenharia Mecânica;Não;80;0;0;0;70;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D017;Disciplina 17 - Engenharia Mecânica;Não;60;0;0;0;50;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D018;Disciplina 18 - Engenharia Mecânica;Sim;60;0;0;0;50;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D019;Disciplina 19 - Engenharia Mecânica;Sim;80;0;0;0;70;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D020;Disciplina 20 - Engenharia Mecânica;Não;60;0;0;0;50;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D021;Disciplina 21 - Engenharia Mecânica;Sim;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D022;Disciplina 22 - Engenharia Mecânica [PROJETO DE EXTENSÃO];Não;80;0;0;0;40;0;0;40;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D023;Disciplina 23 - Engenharia Mecânica;Não;120;0;0;0;100;20;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D024;Disciplina 24 - Engenharia Mecânica;Sim;40;0;0;0;40;0;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D025;Disciplina 25 - Engenharia Mecânica;Sim;40;0;0;0;30;10;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D026;Disciplina 26 - Engenharia Mecânica;Não;80;0;0;0;60;20;0;0;1
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D027;Disciplina 27 - Engenharia Mecânica;Sim;80;30;30;20;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D028;Disciplina 28 - Engenharia Mecânica;Sim;60;20;30;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D029;Disciplina 29 - Engenharia Mecânica;Sim;40;10;20;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D030;Disciplina 30 - Engenharia Mecânica [PROJETO DE EXTENSÃO];Sim;60;0;20;0;0;0;0;40;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D031;Disciplina 31 - Engenharia Mecânica;Sim;40;10;20;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D032;Disciplina 32 - Engenharia Mecânica;Sim;40;10;20;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D033;Disciplina 33 - Engenharia Mecânica;Não;120;40;50;30;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D034;Disciplina 34 - Engenharia Mecânica;Sim;40;10;20;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D035;Disciplina 35 - Engenharia Mecânica;Sim;60;10;40;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D036;Disciplina 36 - Engenharia Mecânica;Não;60;20;20;20;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D037;Disciplina 37 - Engenharia Mecânica [PROJETO DE EXTENSÃO];Não;120;20;30;10;0;0;0;60;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D038;Disciplina 38 - Engenharia Mecânica;Não;60;20;30;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D039;Disciplina 39 - Engenharia Mecânica;Não;80;20;40;20;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D040;Disciplina 40 - Engenharia Mecânica [PROJETO DE EXTENSÃO];Não;120;20;20;20;0;0;0;60;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D041;Disciplina 41 - Engenharia Mecânica;Não;60;20;30;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D042;Disciplina 42 - Engenharia Mecânica [PROJETO DE EXTENSÃO];Sim;60;0;20;0;0;0;0;40;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D043;Disciplina 43 - Engenharia Mecânica;Sim;80;30;40;10;0;0;0;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D044;Estágio Supervisionado - Engenharia Mecânica;Não;120;0;0;0;0;0;120;0;0
MAT003;Engenharias;Engenharia Mecânica;Semipresencial;MAT003_D045;Estágio Supervisionado - Engenharia Mecânica;Não;80;0;0;0;0;0;80;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D001;Disciplina 1 - Logística;Não;80;0;0;0;70;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D002;Disciplina 2 - Logística;Não;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D003;Disciplina 3 - Logística;Não;60;0;0;0;60;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D004;Disciplina 4 - Logística [PROJETO DE EXTENSÃO];Sim;60;0;0;0;20;0;0;40;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D005;Disciplina 5 - Logística;Sim;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D006;Disciplina 6 - Logística;Não;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D007;Disciplina 7 - Logística;Sim;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D008;Disciplina 8 - Logística;Sim;60;0;0;0;50;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D009;Disciplina 9 - Logística;Sim;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D010;Disciplina 10 - Logística;Não;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D011;Disciplina 11 - Logística;Não;80;0;0;0;70;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D012;Disciplina 12 - Logística;Não;40;0;0;0;40;0;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D013;Disciplina 13 - Logística;Sim;60;0;0;0;50;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D014;Disciplina 14 - Logística [PROJETO DE EXTENSÃO];Não;80;0;0;0;40;0;0;40;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D015;Disciplina 15 - Logística;Sim;120;0;0;0;110;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D016;Disciplina 16 - Logística;Não;60;0;0;0;50;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D017;Disciplina 17 - Logística;Não;60;0;0;0;50;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D018;Disciplina 18 - Logística [PROJETO DE EXTENSÃO];Não;120;0;0;0;50;10;0;60;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D019;Disciplina 19 - Logística;Sim;60;0;0;0;50;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D020;Disciplina 20 - Logística;Sim;120;0;0;0;110;10;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D021;Disciplina 21 - Logística;Sim;120;0;0;0;90;30;0;0;1
MAT004;Negócios;Logística;Semipresencial;MAT004_D022;Disciplina 22 - Logística;Não;60;40;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D023;Disciplina 23 - Logística;Sim;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D024;Disciplina 24 - Logística;Não;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D025;Disciplina 25 - Logística;Não;120;90;30;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D026;Disciplina 26 - Logística;Não;80;50;30;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D027;Disciplina 27 - Logística;Sim;120;60;60;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D028;Disciplina 28 - Logística;Sim;120;80;40;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D029;Disciplina 29 - Logística [PROJETO DE EXTENSÃO];Não;120;60;20;0;0;0;0;40;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D030;Disciplina 30 - Logística;Sim;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D031;Disciplina 31 - Logística;Não;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D032;Disciplina 32 - Logística;Sim;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D033;Disciplina 33 - Logística;Não;120;60;60;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D034;Disciplina 34 - Logística;Sim;80;50;30;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D035;Disciplina 35 - Logística;Sim;40;20;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D036;Disciplina 36 - Logística [PROJETO DE EXTENSÃO];Sim;60;10;10;0;0;0;0;40;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D037;Disciplina 37 - Logística;Não;60;40;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D038;Disciplina 38 - Logística;Não;60;40;20;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D039;Disciplina 39 - Logística;Sim;120;60;60;0;0;0;0;0;0
MAT004;Negócios;Logística;Semipresencial;MAT004_D040;Estágio Supervisionado - Logística;Não;20;0;0;0;0;0;20;0;0
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D001;Disciplina 1 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D002;Disciplina 2 - Ciências Contábeis;Não;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D003;Disciplina 3 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D004;Disciplina 4 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D005;Disciplina 5 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D006;Disciplina 6 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D007;Disciplina 7 - Ciências Contábeis [PROJETO DE EXTENSÃO];Não;60;0;0;0;20;0;0;40;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D008;Disciplina 8 - Ciências Contábeis;Não;60;0;0;0;60;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D009;Disciplina 9 - Ciências Contábeis;Sim;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D010;Disciplina 10 - Ciências Contábeis;Sim;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D011;Disciplina 11 - Ciências Contábeis;Não;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D012;Disciplina 12 - Ciências Contábeis;Sim;60;0;0;0;60;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D013;Disciplina 13 - Ciências Contábeis;Não;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D014;Disciplina 14 - Ciências Contábeis;Não;40;0;0;0;40;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D015;Disciplina 15 - Ciências Contábeis [PROJETO DE EXTENSÃO];Não;60;0;0;0;20;0;0;40;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D016;Disciplina 16 - Ciências Contábeis;Não;120;0;0;0;120;0;0;0;1
MAT005;Negócios;Ciências Contábeis;Presencial;MAT005_D017;Disciplina 17 - Ciências Contábeis;Sim;40;0;0;0;40;0;0;0;1
